text,title
播放这个杀手不太冷这部动作电影。,FilmTele-Play
播放现在正在中央少儿频道播出的动漫世界,Travel-Query
新浪娱乐能简单介绍一下你们的出道专辑吗,Weather-Query
放一首榜单上的夜空中最亮的星专辑世界里的,Travel-Query
调到福建经济广播电台看看在播什么,FilmTele-Play
卫生街十一路路西十米盛福棋牌社,Weather-Query
给我看看最火的动漫魔道祖师,Music-Play
6点进行减肥锻炼设置成闹钟,Video-Play
帮我回放一下昨天的新闻联播,TVProgram-Play
闹钟提醒我周五早起5点15,Other
播一下晚上24点更新的向警予的介绍视频,Radio-Listen
2021年新出歌来一首深情的听一下啊,Travel-Query
我要到东柳大街,Music-Play
频率是一零四点四的山东人民广播电台综合频道给我播放一下可以不,Travel-Query
到点了打开广西卫视看广西新闻,Alarm-Update
在7点59播出的综艺喜乐汇-2021-586回播一下,Alarm-Update
他玩起了太极笑眯眯地说大家拭目以待咯,Other
我爸的车直接从单位去姥姥家了,Video-Play
我目的地是岔河镇找找路,TVProgram-Play
查查昨天的农历究竟是多少,Video-Play
制定后天中午11点多去药房拿药的提醒。,HomeAppliance-Control
请收听北京外语广播的感受北京,Radio-Listen
打错了不是我们学校是我们宿舍,FilmTele-Play
我想听汪苏泷的明天你是否依然爱我,Music-Play
循环播一下故事夏洛特的网这个故事,Calendar-Query
不少网友认为每个人有每个人的活法不应该只盯着人家的好处,Video-Play
给我打开小龙妹呀休息哦现在直播的王者荣耀视频,Weather-Query
查询明天江南气温如何,Alarm-Update
香港那边的喜剧片来一个吧,HomeAppliance-Control
5月26上午播出的兵器面面观-2021-90回放一下,Travel-Query
云南娱乐九点钟到十点钟播放什么节目帮我看下,Music-Play
后天重庆会下雨吗,Travel-Query
山东体育的真相百分之百帮我打开,Weather-Query
是否可以继续播放陈思诚导演的电影呢,HomeAppliance-Control
30号到鸡西的火车票还有吗,Music-Play
放奥尔加.格鲁申的小说四十个房间英文版的,FilmTele-Play
她的心态不介意夺走歌曲的风头,FilmTele-Play
酒泉最近哪些专卖店有打折,Music-Play
打开中央电视体育赛事，看看体育新闻,HomeAppliance-Control
天然气警报器关闭,Radio-Listen
能不能继续收听一下频率是九二点二的河源电台,Audio-Play
我可以听一首2018年的KTV点播最多的歌曲吗,Alarm-Update
今天上午到晚上东莞会不会下雪,HomeAppliance-Control
明天下午1点去医院挂号的行程提醒我一下。,Audio-Play
圆规与尺作正十七边形,FilmTele-Play
给我单曲循环2021最热的轻音乐,Travel-Query
改成明天早上五点半提醒我拿快递,Weather-Query
五分钟后打开游戏机,Travel-Query
我想听一整天的邓紫棋唱的粤语歌。,FilmTele-Play
帮我查看宁波电视台正在直播的栏目,Music-Play
随便播一个王更新讲的历史小说,Calendar-Query
来几首王力宏的比较欢快的音乐呢,FilmTele-Play
是不是能把频率是一零三点三的大连交通收听一下呢,Radio-Listen
世界上总有一个人也在找你,Music-Play
我还没找着自己的扮相,Video-Play
来咱们两个睡觉做个好事,Music-Play
我想知道今晚郑州的风向是从哪到哪,Video-Play
请问五元GPRS流量怎样开通啊,FilmTele-Play
天长地久有时尽此恨绵绵无绝期意思是,HomeAppliance-Control
农历12月11是礼拜几,Travel-Query
拥有你是我最大的骄傲,HomeAppliance-Control
但很多朋友会替我不平,Music-Play
残花落尽何需败柳的含意,Travel-Query
播一下广播剧绝对契合第二集,Alarm-Update
查询看看3月8日有湛江开往茂名的大巴吗,FilmTele-Play
这周日是几号,Audio-Play
星期几是教师节,Alarm-Update
你可以查到纽约明天的温度是多少吗？,Music-Play
回答我中国传统节日元宵节是哪一天啊,Travel-Query
给田宝宝发短信说我到你家门口啦,Other
到六月份的端午节是多少号,FilmTele-Play
杨和苏和福克斯是一个厂牌的，随机播放他们俩的歌。,Weather-Query
帮我找一下最近的餐厅,Music-Play
怎么去最近的加油加气站,Travel-Query
能不能查找9月21日是阴历多少,Weather-Query
明星是否只享受利益不承担责任,FilmTele-Play
从西御街到赛格七的最近公交路线及换乘站台,Radio-Listen
你电话号码可以给我吗,Other
能不能帮我查询一下开往汕头的高铁中秋节有票吗,Calendar-Query
几月几号是燕子节,Weather-Query
我要听掩耳盗铃的故事,Other
她表示父母已为她计划好希望她可以重返校园继续学业,Alarm-Update
我需要看一个黄志忠的悬疑片可以吗或者是谍战的,Alarm-Update
播放推理剧的天道吧,Music-Play
有没有从上海到新千岁机场的飞机,Weather-Query
黑夜升晖之旅巡演在今年全球最为轰动的巡回演出中排名第六,Radio-Listen
速度点儿查询明天上午到北京的航班,Radio-Listen
彭立哭诉沦为通缉犯被捕经历疑为旧爱背债图,FilmTele-Play
给我播放刘亦菲演花木兰的现场花絮,HomeAppliance-Control
是NBA不是WNBA男女不分,Music-Play
四川凉山州的空气湿度是多少。,Radio-Listen
把吹风机的风速调大。,Alarm-Update
除星期天外他每天去上班,FilmTele-Play
续播梦里花落知多少小说的第十三集,FilmTele-Play
他其实就想找个说法证明自己其实也没有什么大错,Other
给我播放一下玄幻小说诛仙,Video-Play
讲个英文版的猫和老鼠的故事,FilmTele-Play
新闻类的荆州电台新闻频道来一个可以吗,TVProgram-Play
下辈子不做女人后一段歌词,Calendar-Query
我刚发了信息让你们帮我找文志社怎么还没回,TVProgram-Play
今天穿短袖去临沂会不会冷,Other
王仁君借央视中秋诗会向全球华人贺节图,Weather-Query
刘兰芳讲的父子侠义传播放一下,Travel-Query
调到河南欢腾购物看看欢腾购物可以吗,Alarm-Update
烈火刀影现在继续播放,Audio-Play
我想听会儿王月主持的I沙发音乐节目,Alarm-Update
今天和明天的闹钟新建一下,Video-Play
后来经过多次练习才达到了理想的效果,FilmTele-Play
那张杰和俞灏明得了多少名,Alarm-Update
找一部郭敬明写的小说放给我听,Video-Play
我想删除手机里面的歌怎么删,FilmTele-Play
我现在就想看大陆女演员迪丽热巴的剧呢,Video-Play
什么时候去学校啊要走的时候打给我,Video-Play
八点钟的合肥都市房产报道要开始了吗帮我看下,Video-Play
赶紧告诉我星期一是几号呢,FilmTele-Play
纪录片大小很重要帮我查询一下,HomeAppliance-Control
现在能把频率调到FM97.6的福州人民广播电台吗,Audio-Play
我想听郭麒麟岳云鹏的经典相声三大才子,Radio-Listen
最近爱丁堡气温高吗,Video-Play
这让很多关注此事的网友都惊叹并不解,Music-Play
请找个曲艺电台正放花鼓戏的,Video-Play
重复播放一下搞笑小说无良王爷恶劣妃帝妃逍遥第二章,Music-Play
什么气体能使品红溶液褪色加热又恢复原色,HomeAppliance-Control
并且我们目前都还不是很清楚状况说离开只是传闻吧,Music-Play
三明各个影院是否有上映电影乐火男孩,FilmTele-Play
播放犯罪心理广播剧第二季,Weather-Query
现在开始循环播放格林童话中的故事好吗,Video-Play
她笑称总会有记者来采访摆孩子照片不方便,Alarm-Update
景向谁依配音的广播剧随便给我播放一个,Weather-Query
昨天到底是星期几,TVProgram-Play
大连近期空气质量稳定吗,Alarm-Update
三点的闹钟去买菜,Travel-Query
能不能查看一下明天到南京的火车有什么时间段的,Weather-Query
我想知道常熟下周末会不会下雨,Other
周三上午八点四十五会下雨吗？,Alarm-Update
刚才说的什么翻译一下嘛,HomeAppliance-Control
那你怎么知道我名字的,TVProgram-Play
今年的泼水节是几月几号,Video-Play
帮我把卧室空调调到26度好吗,FilmTele-Play
播放张惠妹的听海,Video-Play
其后两人被拍到密会男方希望复合但随着女方有新欢二人正式分手,HomeAppliance-Control
对于炒作质疑金巧巧回应道很多事情发生的时间不是我能控制的,FilmTele-Play
立即告诉我UU3881航班还有没有票,Radio-Listen
今天中午的新更新的下厨房综艺给我播一下,Alarm-Update
周六沧州会下雨吗,FilmTele-Play
查查前天的农历是多少,FilmTele-Play
想看主播有情，今天晚上还播吗帮我看下,Video-Play
巨塘二中怎么走啊,HomeAppliance-Control
明天9点至12点的闹钟你已经帮我全部打开了吗,Video-Play
开车去昌平区天龙苑怎么走,Alarm-Update
我想听一会频率是九二点七的楚天广播音乐台呢,HomeAppliance-Control
打开娱乐频道看看正在播出的神龙策2,Music-Play
请记住6点通知我带米酒,Radio-Listen
明天上午8点领取加油卡的闹铃设定一下。,HomeAppliance-Control
给我单曲循环唢呐吹的百鸟朝凤,FilmTele-Play
8月17是星期几,Audio-Play
给小朋友找一个放梁言的体坛夜话节目的频道,Video-Play
想听老妖的古风歌儿了,Music-Play
问她昨天是否不会进书展,FilmTele-Play
想看下今天的江苏城市有什么讲述风土人情的节目,Travel-Query
设置一下28号上午9点去照相,Travel-Query
给我们放一首玩乐里的治愈一点的曲子吧,Music-Play
想听听快乐晚高峰就是CNR文艺之声的,Calendar-Query
2月18日的了NBA2K19全明星赛给我打开吧,Video-Play
放念奴娇.赤壁怀古这首古诗来听,Video-Play
我想看颖儿演的电视剧的第20集,Calendar-Query
为什么不能回答我的问题,Travel-Query
收听频率是一零四点八的苏州经济广播电台,Weather-Query
知青未必都苦情让观众捧腹大笑眼泪成河,TVProgram-Play
查找电影速度与激情9追车那个片段的cut,TVProgram-Play
湖南电影台找下今天的电影。,FilmTele-Play
幸福归来还是零点播放吗我想看看,TVProgram-Play
你帮我定一个二月二十九号下午六点的闹钟,Alarm-Update
给我听一个频率是一零五点六的扬中人民广播电台,Radio-Listen
能播放一首2020年抖音比较火爆的歌曲给我听一下不,Weather-Query
不要只将明天和后天的提醒删除,FilmTele-Play
我要听用俄语讲的渔童这个故事,Alarm-Update
不要删除今天8点的闹铃,Alarm-Update
本周六宁波天晴，紫外线指数是多少,Audio-Play
我要听FM104点3马洁的谈车论道,Music-Play
有没有2号到沈阳北的火车票,TVProgram-Play
放瀑布这首诗来听一下,HomeAppliance-Control
我想听古风版的我的一个道姑朋友,Weather-Query
马上给我报下几月几号是农历的12月9日,Radio-Listen
来几首2011年的电视剧金曲吧,FilmTele-Play
到拉萨应该都乘哪些火车,Radio-Listen
立即播放辰东的修真的网文遮天,Video-Play
安妮海盗和阿诺机长现在有回放可以看吗,Music-Play
续播一下汤姆·索亚历险记的第五章小说,Music-Play
可不可以帮我找下去年4月4日播放的周深演唱的相思的视频,Music-Play
频率是九七点四的珠江经济广播电台收听一下可以吗,HomeAppliance-Control
想收听魏凡的节目song fan,Radio-Listen
今儿下午有雷阵雨吗,Video-Play
甜蜜蜜是70年代的经典歌曲，麻烦播放甜蜜蜜这首歌。,Radio-Listen
播放财经类大连财经吧,Alarm-Update
播一下小说俄语版的战争与和平,Video-Play
电视上体坛快讯的上期节目帮我回放一下,TVProgram-Play
我是学大教育的邹老师,Music-Play
播放周星驰导演的奇幻爱情片美人鱼,Video-Play
新京报范范新专辑的造型比以前性感很多啊超短裙高跟鞋,Video-Play
请给我续播梦魇桃花的第十章节,Alarm-Update
明天早上提醒我出门带工作服别忘了哈,TVProgram-Play
我准备收听FM107.8的怀旧好声音电台,Calendar-Query
你是不能播一下三生三世十里桃花的三十集啊,Travel-Query
大空调风速上调至五十,Alarm-Update
国庆节是周几,FilmTele-Play
平台各地的刘老根大舞台影视剧,Audio-Play
你是否可以在12月29号叫我买重金属？,FilmTele-Play
制定7号下午2点左右跟闺女去买鞋的闹铃。,FilmTele-Play
放一个18年上的喜剧西红柿首富吧,Other
云南新闻联播十点钟就结束了吗我还想看看,Alarm-Update
播报沈阳七点的气温指数,Alarm-Update
搜索一下天龙八部,Weather-Query
2018年古装奇幻电视剧香蜜沉沉烬如霜拍摄花絮播放一下,Radio-Listen
播放王林主持的老年之声,Music-Play
搜索一下离我最近的药店,Alarm-Update
按节目列表顺序放中国戏剧广播里的秦腔节目,Radio-Listen
戏曲女驸马音频有吗放下,FilmTele-Play
南都那今年小小志的生日怎么过的,Video-Play
播放神探夏洛克这一部推理电影。,Travel-Query
你好可以加我吗谢谢了,Radio-Listen
你能帮我看看9月10日和9月9日哪天是星期三,Music-Play
把每天提醒我打卡改成每周一提醒,TVProgram-Play
新还珠观剧指南它骨子里流着无聊的血,Music-Play
18年的电影海王给我播放一下可以吗,Alarm-Update
快查一查到西安的和谐号是几点的呢,Other
请不要在3点提醒我干活了,Video-Play
鸡西宝宝的故事有卖婴儿用品消毒液吗,Radio-Listen
下午5点的闹钟能不能延迟4个小时再响,Weather-Query
台北明天早上的穿衣指数是多少？,TVProgram-Play
给我来一个孙越最经典的相声,Radio-Listen
明天海淀会结冰吗,Alarm-Update
去北京的飞机是几点的啊,Audio-Play
开启十五分钟洗衣模式,Music-Play
找一下每周六，12点更新的国产动漫,FilmTele-Play
瞅瞅大后天是个什么节日,Weather-Query
设置往后8天每天早上9点提醒我淘宝签到,FilmTele-Play
言承旭称与林志玲是好友感情问题回答慢半拍,FilmTele-Play
麻雀这个专辑里的歌按顺序播放一下吧,Travel-Query
创建明天下午5点去买菜的日程,Weather-Query
给我把跑步机打开。,Video-Play
立刻播放一下肖战和王一博演的电视剧的第一集,Video-Play
快点告诉我如何从家去学校啊,FilmTele-Play
3月是农历几月,TVProgram-Play
降下一点儿空调风速,Calendar-Query
打电话给六六三二九八,Radio-Listen
儿童房的空调风速调至6,Alarm-Update
能不能告诉我民谣董小姐是谁演唱的啊,Audio-Play
今年的中元节是星期几,HomeAppliance-Control
空调温度在调低百分之10,Alarm-Update
听听看东野圭谷的推理小说,Radio-Listen
每个月15号提醒我去寺庙祈求平安,Music-Play
中午准备喝排骨玉米汤，帮我把电饭煲切换到煲汤功能吧,Music-Play
给我立刻搜索今天的熊出没,HomeAppliance-Control
是否可以播放韩剧mine给我看看呢,FilmTele-Play
找出5月29日零点30播出的动漫,TVProgram-Play
本报讯记者黄锐海陈楚生与天娱解约官司终于尘埃落定,Travel-Query
把9号去看李荣浩演唱会的提醒删除,FilmTele-Play
在下午一点半喊我吃饭,Calendar-Query
今年的仲夏节是星期几,Other
几月几号举行那达慕,Travel-Query
想让你在七点的时候提醒我回家,Alarm-Update
帮我播放单田芳讲的隋唐演义,Music-Play
杨波主持的中国之声继续收听一下行不行呢,Music-Play
是否可以让冰箱开启节能模式呢,Weather-Query
帮我查一下青海大通熏让乡兰家村郭慧敏的手机号儿,Audio-Play
准备做皮蛋瘦肉粥，将电饭煲切换到炖汤模式,Music-Play
帮我回放5月12日的财经的开门大吉,Audio-Play
我想要在11点跟朋友去打羽毛球，你记得提醒我,FilmTele-Play
可以播放穿越火线吧,HomeAppliance-Control
作为国家公民安全的维护者警察在无人区里愚蠢而又无能,TVProgram-Play
帮我把客厅空调开到十八度,Travel-Query
报一下郑州去往深圳的动车是12点的吗,Video-Play
不要只删除今天的闹钟，明天的闹钟也全部删除,Weather-Query
你的火车几点到我去接你,Radio-Listen
挑战不可能上期电视放的我想看下,Music-Play
花莲明早穿衣指数怎么样,Radio-Listen
调到音乐频道徐州音乐广播，我现在要听音乐加速度,Weather-Query
帮我调到河南法制看看法治现场,HomeAppliance-Control
今天降温多少度用穿毛衣吗,Other
快帮我创建明天上午8点15分带孩子体检的闹钟。,Video-Play
王一博的青春模样能一直单曲循环不,TVProgram-Play
钮承泽开心艋获高人气盼影片内地上映,FilmTele-Play
我弟下周二生日告诉我农历多少,Audio-Play
从贵阳到凯里的车几点,TVProgram-Play
随便播一个王更新讲的修仙小说,Calendar-Query
再一次相遇我会紧紧抱住你,HomeAppliance-Control
昨天是5月几号,HomeAppliance-Control
启动洗衣机自动清洗,Radio-Listen
昨天下午三点有刺激战场的竞技赛，放来看看,Travel-Query
告诉我石家庄今天有西北风吗几级,FilmTele-Play
张国立的那个铁齿铜牙纪晓岚能播一下第40集吗,Weather-Query
我需要你续播一下言情剧呢,HomeAppliance-Control
能不能帮我续播一下在看的恐怖片呢,Radio-Listen
来一首吴亦凡的大碗宽面,HomeAppliance-Control
B站上的最美的夜bilibili晚会视频快点给我播放,FilmTele-Play
来一首范仲淹的江上渔者,TVProgram-Play
帮我开启蒸烤箱的烘焙模式做吧,FilmTele-Play
郭德纲于谦的相声帮我放一下,Video-Play
给我放爱吹牛的小公鸡这个故事,HomeAppliance-Control
青年演员王鹏凯将接替杜淳领衔湘西王,Video-Play
明天天气晴朗吗，能去游乐园玩儿吗？,Calendar-Query
我想听频率是一零五点八的南京交通广播电台音乐台,Travel-Query
游戏视频备战国服最强铠还能找到吗,Music-Play
我想看一个今年放映的喜剧类电影可以吗,Music-Play
至于黄子佼昨天他听到双姝会面只淡淡说以和为贵乐观其成,FilmTele-Play
请调到FM91.8的杭州交通电台,Audio-Play
频率是九二点八的山东文艺广播电台立刻放给我,Calendar-Query
今明两天宁波有没有雪,HomeAppliance-Control
我要把洗衣机关了,Calendar-Query
玄幻题材的有声小说随便播一个吧,Weather-Query
能播放一个赵丽颖今年上的电视剧吗,FilmTele-Play
上电视台怎么走啊,Alarm-Update
2011年出的法语歌曲随机来一首,FilmTele-Play
讲一下猫和老鼠做朋友这个故事,FilmTele-Play
在10:30提醒我去小爱悦拿止咳糖，去日丰管儿拿奶粉,TVProgram-Play
美国硅谷第三季这个电视剧不错，播放看看,Alarm-Update
重新看一遍公共的最紧要健康,Other
打开昨天六点四十分的湖南新闻联播,Video-Play
到过节的时候手机会不会降价,FilmTele-Play
想听俄语版的喀秋莎,Weather-Query
我很高兴见到你的老婆,FilmTele-Play
看看今天有重庆飞来北京的飞机不,Music-Play
放一首张宇九十年代的《用心良苦》,Weather-Query
给我来一首刘聪的说唱歌曲经济舱。,Radio-Listen
对于姑嫂散伙的消息记者求证了赵薇助手凌夷,Music-Play
能否回放一下早上七点二十分的时事关提案吗我想看下,Video-Play
阿杰配音的广播剧随便给我播放一个,FilmTele-Play
我需要听一下音乐类的中央人民广播电台三台音乐之声,Other
循环播放周杰伦的菊花台,Calendar-Query
帮我把窗帘关上吧，准备休息了,Music-Play
我要调大这屋空调的风速,Music-Play
周三到济南站的汽车票还有吗,Weather-Query
麻烦给我播放岳云鹏的单口相声,Radio-Listen
超级QQ发内容到号码怎么弄,TVProgram-Play
随便放几个科比的NBA比赛视频,Alarm-Update
可以随机来一首华晨宇的歌不,Calendar-Query
收听频率是一零零点六的资讯早八点,Travel-Query
去嘉善炮台口高速怎么走,Calendar-Query
水浸传感器打开,Calendar-Query
我想调高温度,Alarm-Update
请循环收听秋扬的凌晨三点半,Music-Play
正点财经2021年5月25的节目回放给我看,FilmTele-Play
明天早上7:40你可以提醒我带纸吗,HomeAppliance-Control
帮我查一查到张家口火车票,FilmTele-Play
今年有劳动节放假七天,Music-Play
循环收听频率是九九点一的十堰车城之声,Alarm-Update
能不能告诉我河源开往佛山的火车出发了吗,Calendar-Query
0点75倍速放冯绍峰袁姗姗演的创业时代第五集,Calendar-Query
知道不知道连云港始发的动车哪天有票,TVProgram-Play
请你给我设置一个明天早上11点接朋友的闹钟。,FilmTele-Play
我们承担了什么样的社会责任,Other
我要学草原迎宾曲，播放一下,Alarm-Update
有声小说长歌行给我播一下,Radio-Listen
开启洗衣机节能模式可以吗,Alarm-Update
佛山到广州的是不是到站了呢,Radio-Listen
河南新农村的美丽的家现在播放了没我想看下,FilmTele-Play
有部剧叫致我们甜甜的小美满请放一下,Music-Play
帮我侄女打开嘉佳卡通的超级飞侠吧,Video-Play
放2021年春晚小品一波三折给大家听,Calendar-Query
我想听下零点的音乐旅途节目,FilmTele-Play
农历什么时候是沐浴节,Alarm-Update
单曲循环琵琶曲月儿高,Calendar-Query
而事情刚告一段落昨天网上又出现了郝蕾当街痛哭的照片,Alarm-Update
QQ飞车中装备了一个大红灯笼后跑完全程有什么奖励,FilmTele-Play
西班牙西红柿大战是几月几号,FilmTele-Play
乃万专辑Dear X里的歌都很好听，你能随机播放一首吗？,Weather-Query
凌晨两点的电影吧结束了吗帮我看下,Video-Play
回放昨天少儿台播出的小小智慧树,Radio-Listen
小说给我放莫泊桑的羊脂球英文版的,Travel-Query
餐厅中间的大屏幕上连续播放儿子的照片现场气氛其乐融融,Music-Play
长三角之声就是新闻台就听它了,Travel-Query
给我看一下到广州的开车路线,TVProgram-Play
据悉除了证人的身份刘芳菲并没有被牵涉到王益案中,Audio-Play
赶快查一查开往东莞的特快列车出发了吗,Alarm-Update
到北横新村怎么去,Alarm-Update
请给我把暖风的温度调低百分之5,Travel-Query
来一首凤凰传奇的月亮之上，我要跳舞了,Calendar-Query
问一下去香格里拉的机票还有几张,Calendar-Query
给我播放惊悚类的有声漫画,Alarm-Update
2009年上的陈赫的电视剧可以播放一个么,Radio-Listen
播放蒋欣主演的天龙八部。,Music-Play
把风扇风速调到三挡。,Radio-Listen
随后黎明与乐基儿杨千与丁子高统统都被网络曝光已婚的事实,Weather-Query
问侧田不怕郑融的绯闻男友刘浩龙听歌吃醋,FilmTele-Play
起来了吗今天好冷多穿衣服看把你冻扁了,Music-Play
去年七月沧州下大暴雨了吗,Other
查询明天大理紫外线会偏高吗,Music-Play
查下日历后天到底是几月几号啊,Radio-Listen
后天呼和浩特空气质量怎么样,Calendar-Query
成都最近天气怎么样有雨吗,FilmTele-Play
中文的最最悲伤的歌如生命要继续,Alarm-Update
放空这个专辑里的歌曲随机来一首呢,Video-Play
紫外线指数多少用不用防晒,FilmTele-Play
黑胶时光节目我记得是星河音乐主持的帮我调一下,Video-Play
帮我查询农历的几月几号是清明节啊,FilmTele-Play
今晚九点半在B站播出动漫转生成蜘蛛又怎样帮我找一下,Audio-Play
不是退休了吗怎么还在拍戏,Radio-Listen
我之前收听的FM107.8的怀旧好声音电台很好听的帮我找一下,Calendar-Query
请给我读一下章鱼讲故事讲的科幻小说,Radio-Listen
有没有最新的日语歌听,Music-Play
内蒙古可能会出现持续降雨吗,Weather-Query
我想了解明天江西气温变化,HomeAppliance-Control
麻烦关一下水浸传感器,TVProgram-Play
我最喜欢看绝地求生的直播,TVProgram-Play
打开6月1日的名为走失儿童的纪录片,Travel-Query
我这边下雪了，老家山东那边天气怎么样？,Weather-Query
自从婚变消息传出后谢霆锋与张柏芝从未就此事好好面谈,TVProgram-Play
找个经典国漫看,FilmTele-Play
蔡明亮构思三年的新片脸将于下月一零日正式在法国卢浮宫开拍,Other
播放一下美国和加拿大出版的电影猫鼠游戏。,HomeAppliance-Control
继续播放宁波的天气情况,HomeAppliance-Control
侯门遗产风波陷瓶颈侯耀华绝无可能私了,Weather-Query
给我播一个悬疑小说七宗罪,Music-Play
在哪些国家同性恋结婚是合法的,Travel-Query
放一下冯巩曹随风的小品我就这么个人听听看,Music-Play
放一下英文版的钢铁是怎么炼成的小说,Travel-Query
可不可以告诉我11月10日和11月9日哪天是星期日,Video-Play
告诉我周三下午去长沙的汽车票,Travel-Query
下周六是农历几月几号,Music-Play
初学者这个专辑里面的花儿与少年可以给我播放一下不,Weather-Query
你现在在宿舍还是在上班,Other
奈何里的女儿播放一下呢,Weather-Query
买的冰淇淋到了，冷冻柜的温度得调低啊。,FilmTele-Play
继续收听一下频率是一零三点四的惠州人民广播电台,TVProgram-Play
元宵节在星期几,Radio-Listen
随便播一个重生的有声小说,Audio-Play
帮我查询明天苏州室外温度多少度,FilmTele-Play
而此版的许多人物也是符合现在八零九零后们的口味,HomeAppliance-Control
有什么方法可以让头发定型除发胶定型水外,HomeAppliance-Control
你又不是我女朋友你怎么陪我呢,Other
