text,title
我想对孩子们而言让他们的伤痛得到有效宣泄就是最重要的事情了,HomeAppliance-Control
来一首智珉的歌Hey,Music-Play
放一下有声的紫襟演播的恐怖小说,Other
一场关于爱情的谎言在4月26播放的花絮有么,TVProgram-Play
记得帮我建一个4月2号去和朋友一起逛街的提醒,Radio-Listen
帮我打开合肥购物看看合肥购物正在卖些什么东西,Radio-Listen
设定明天晚上10点看直播的闹钟,Travel-Query
请问圣诞节是什么时候,Alarm-Update
帮我找到坐车到北京的路线,FilmTele-Play
明天要去烧烤，看一下天气怎么样,Travel-Query
喜剧飞驰人生可以播放一下吗,Video-Play
我想你给我看看日本电影的溺水小刀呢,FilmTele-Play
能帮我看一下下个月3号是什么纪念日吗,FilmTele-Play
能不能帮我查看一下端午节是农历几号,Audio-Play
张国荣的同道中人你能不能播放一下啊,Music-Play
武僧传奇之蹴鞠之战多个台正在转播中观看一下,TVProgram-Play
周迅陈坤刘嘉玲也表示一定会看大阅兵,Weather-Query
现在国内外的豪华列车有哪些,Travel-Query
我要循环播青蛙王子的故事,Travel-Query
我想知道今年春节是几月几号,FilmTele-Play
你是怎么看待这句话的,FilmTele-Play
找找去聊城三中的路,Calendar-Query
智能电热毯温度设定在四十到五十度之间,Video-Play
去年的几月几号是万元节,Video-Play
风波不断的肩上蝶在诞生的过程中究竟发生了什么事,Calendar-Query
2020年吉杰淘宝直播帮我找一下,HomeAppliance-Control
打开FM104.5旅游之声电台，放Family,Video-Play
单田芳讲的白眉大侠播放一下,Video-Play
告诉我福州今天适合穿什么衣服,FilmTele-Play
四十岁到六十岁登上健康快车,HomeAppliance-Control
帮我放频率是九零点九的商业电台第二台,Music-Play
搜索并播放科教频道的百家说故事,FilmTele-Play
查询下周河北多地会有降雨加雪吗,Calendar-Query
CCTV8电视剧频道5月26都播出过哪些电视剧呢,Video-Play
听听中心是做什么用啊,Travel-Query
回放今天上午10点在CCTV11播出的传奇大掌柜,Radio-Listen
北流现在紫外线指数多少,Alarm-Update
速度规划一条走高速的去沈阳路线,Travel-Query
怎样挂Q而且不用下载要二十四小时在线的,Music-Play
我想听柳永的雨霖铃这首诗,TVProgram-Play
二零一二年一月二十六日,Alarm-Update
回放5月21日的西安新闻综合的直播西安,Weather-Query
太热了，把风扇风大点吧,Radio-Listen
给我找一下5月25号王者荣耀的解说视频,Calendar-Query
仔细的查看一下今天有惠州始发到汕头的大巴吗,HomeAppliance-Control
今天温度很低大家要注意保暖,FilmTele-Play
我想把怪咖这个专辑顺序播放下呢,Radio-Listen
然而大家不知道的是这位才女不仅能演能唱更是有着一身好舞艺,Alarm-Update
我想看2019到2020CBA联赛的所有视频,Video-Play
我爱健康这个节目还是在七点多开播吗帮我看下,Radio-Listen
韩国综艺节目认识的哥哥帮我找一下,Radio-Listen
30分钟以后关掉显示屏这个备忘录删除,Alarm-Update
福布斯是最新推荐全国十大富豪,HomeAppliance-Control
今天的朝闻天下你有录下来吗,Weather-Query
帮我找出王一博的电台FM85,Calendar-Query
大平唱的孝敬爹和妈放一下,Audio-Play
给我放一个李商隐的诗词吧,Weather-Query
搜索一下CCTV7正在直播的节目,HomeAppliance-Control
可以告诉我荆州开来的大巴是6点的吗,Other
把儿童房的灯关掉好吗,Travel-Query
我是有钱就花没钱就不花,Travel-Query
找几个张学友唱歌的视频来看,Video-Play
能找一下2020年肖战的剧播放吗,FilmTele-Play
加拿大2012的人类进化史诗这部纪录片播放,Other
来自岁月积蕴的智慧让我们一起聆听,Audio-Play
查一下这月重庆是否有冰雹,TVProgram-Play
北郊站到郑州东站的火车票有没有,Travel-Query
播一个岳云鹏孙越的精彩相声非一般的爱情来听,Alarm-Update
八月五日有到深圳的汽车票吗,Music-Play
就不告诉你呀我就不告诉你就不告诉你,Weather-Query
FM87.6放音乐呢吗看一看,Other
我要循环的听一只很饿很饿的小猪的故事,Travel-Query
后天上午九点从南京出发地飞机,Radio-Listen
5月22日播放的法治第一线今天有重播吧,Travel-Query
看一下济南去淄博的大巴是13点30的不,Video-Play
你一定要在12月15号之前提醒我还房贷,Music-Play
我想到酒泉旅行哪里最好,Radio-Listen
来一个节奏快的美国电影播放一下吧,Weather-Query
发现山西在今天上午九点四十九分播吗帮我看下,Music-Play
2020年美国电影花木兰的预告片给我找一下,HomeAppliance-Control
播报一下明天需要穿个外套吗，会有强降雨不,Radio-Listen
RNG.M比赛的视频帮我找一下,Weather-Query
海贼王这个礼拜周日更新的那集播放一下,Alarm-Update
我要去北京翻译成英语,Alarm-Update
明天去南京的高铁票还有吗,Radio-Listen
动漫咱们的裸熊帮我找一下吧,Travel-Query
按照更新顺序播放动画片小羊肖恩,TVProgram-Play
我要做蛋糕，帮我把电饭煲调成蒸蛋糕模式吧,Alarm-Update
明天开始春运抢票设置个闹钟,Travel-Query
5月13号在中央8套播出的朝闻天下帮我播出一下,Radio-Listen
帮我播放正在直播的国际足球赛场-20-21赛季意甲联赛第38轮1,Video-Play
十二乘以五再乘以三再除以八等于多少,TVProgram-Play
讲一下老头子做事总不会错这个故事给我听,HomeAppliance-Control
单曲循环民谣南山南,Music-Play
你是否一个体贴细心的女朋友,Travel-Query
给我查查青岛去往深圳的动车是16点的吗,Audio-Play
随便放一首专辑写一首歌里的歌儿,Calendar-Query
给我播放灵异类的有声漫画,Other
单曲循环一下莱芙里面的曲子吧,TVProgram-Play
江苏城市的家屋室的主人播放了吗帮我看下,Travel-Query
临近预产期要怎么运动,Alarm-Update
那个综艺叫密室逃脱给我搜一下,Radio-Listen
好忙呀我现在的电话每一秒钟就响等儿媳出院再商量啦,Audio-Play
4点的时候通知我接孩子,Video-Play
她笑称不会那么亲切啦,Travel-Query
请续播烈日灼心这部小说的第五章,Alarm-Update
问到有没有担心过离开星辉演艺生涯受到影响,Video-Play
给我调到九四点八的香港电台第二台,HomeAppliance-Control
把空调的风速调大,TVProgram-Play
放一个岳云鹏孙越的相声我们不一样来听一下,TVProgram-Play
我哭了谢谢你给了我很多的感悟一颗温暖的卤蛋,FilmTele-Play
说一下16点有威海去武汉的火车吗,Calendar-Query
在家吗还好吧弄点好吃的新年快乐,Alarm-Update
新建一个6月10号下午6点的提醒,Calendar-Query
可以不可以把空调调到18度,Audio-Play
顾名思义可以理解为微细表情说了这是一种下意识的表情,Video-Play
动漫斗破苍穹的第4季播放第9集,Alarm-Update
骑车去学校最短的线路怎么走,HomeAppliance-Control
演唱者斯黛芬妮劳伦斯,Radio-Listen
播一下章鱼讲故事讲的的灵异小说,Audio-Play
给我读一下安徒生的白雪皇后俄语版的,FilmTele-Play
把空调调成最低16吧,Video-Play
我想看2012年麦当娜在巴黎举行演唱会的那个视频,Travel-Query
播放一个豆瓣评分最高的日本纪录片来看,HomeAppliance-Control
我想看一个台湾演员林心如的电视剧呢,Video-Play
找到CCTV12现在正在直播哪个节目播放,Other
蔡徐坤的情人最近很火，请给我播放一首情人。,Music-Play
黎耀祥陈豪邓萃雯畲诗曼陈法拉敖嘉年杨怡马浚伟等到场出席,Alarm-Update
看看空调是多少度行嘛,Video-Play
放放郭德纲的2021年天津春晚相声富贵人生来听,Radio-Listen
我想知道前天是几月几号,FilmTele-Play
我打电话给我老婆打电话,Travel-Query
查找一下B站婷婷助眠的视频,Video-Play
霍尊唱的英文歌曲来一首可以吗,Video-Play
收听雅娟的空中笑林电台节目,Weather-Query
把家里的空调关了有点冷,Video-Play
找一下那个恋恋不忘的第25集,Alarm-Update
搞笑有声漫画播一个给我,Radio-Listen
几月几号是端午节,Other
悬崖是不是在CCTV8播出已经播放到第几集了,Other
马上给放王维的相思,Travel-Query
我想看一个英国拍的历史剧呢,Audio-Play
今年的冬至是周几,TVProgram-Play
沈腾2018年以前的电影给我播放一个,HomeAppliance-Control
你是不是可以在90分钟后提醒关闭电脑,HomeAppliance-Control
赵本山形容大长脸的脸,Other
华为P30的开箱视频找一下,Alarm-Update
给我循环朗读李商隐的夜雨寄北,Travel-Query
播放钟馗捉妖记有关神话的剧,Travel-Query
10点的旅游百事通听它,Video-Play
搜索一下CCTV1精彩一刻-2020-186新航拍中国湖南洞庭湖,Video-Play
几月几号是添仓节,Music-Play
明星开动物玩笑被批何超莲被轰冷血千金,Travel-Query
2018年的七夕节是几月几号,Weather-Query
空气净化器设置为高速模式好么,Video-Play
朴信惠演的韩国电视剧随机播放一个给我看,Alarm-Update
下载一本电子书给我看,HomeAppliance-Control
南都以前拍戏有过这种感觉吗,Video-Play
华商晨报上春晚家里人应该很自豪吧,Weather-Query
今年的护士节是周几,Music-Play
八点二十八分的有啥说啥文旅郑州还能重播不帮我看下,Video-Play
五十二届格莱美最佳摇滚专辑奖提名名单,Audio-Play
是不是能继续播放杨幂的扶摇吗,Music-Play
请播放伍思凯老师的《特别的爱给特别的你》,Radio-Listen
找一下怎么到高就村,Other
我想了解明天邢台的紫外线情况,Alarm-Update
今晚7点10分山东农科将要播放什么节目帮我看下,Music-Play
我想看一个去年上线的悬疑剧呢,Alarm-Update
张柏芝胞弟与孙祖杨现身英皇总部东洋味十足,FilmTele-Play
请循环收听王浩主持的电影天堂,Video-Play
钱钟书有个小说叫围城的放来听,Alarm-Update
长江周边正常的湿气指数是多少,Weather-Query
有搞笑的宠物视频吗想看下,TVProgram-Play
你像小孩的样子好可爱的我喜欢嘿嘿,Audio-Play
我要看赵丽颖和金瀚演的那个你和我的倾城时光,TVProgram-Play
是否能续播一下那个玄幻剧,FilmTele-Play
气温下降的厉害，调大电火炉的温度。,Music-Play
杨坤履行抗抑郁大使职责北大提供心理咨询图,Audio-Play
播放蔡依林的日不落,FilmTele-Play
我还想看80年代的科幻电影,Radio-Listen
给我吧空调风速降到一格,FilmTele-Play
你可以给我定一个明天5:10的闹钟吗,Alarm-Update
给我放一个高桥留美子的日本动漫片剪辑版视频,Weather-Query
日本电影版火影忍者我想看。,Calendar-Query
请给我播放雪梅这首古诗,TVProgram-Play
我想开窗换气,FilmTele-Play
看一下能不能订三张明天早上飞南宁的商务舱机票,Travel-Query
能不能订三张明天早上飞重庆的经济舱,TVProgram-Play
汪苏泷专辑克制凶猛顺序播放一下啊,Audio-Play
夜半更深对朗月几多愁难入眠想找一个聊天谈话的电话,Radio-Listen
2020年最火的古典音乐来一首吧,FilmTele-Play
我要听普希金的渔夫和金鱼的故事的英文版的,FilmTele-Play
13点有深圳始发去汕头的长途车不,Travel-Query
我还不知道发往淮安的大巴明天有没有票呢,Music-Play
想听听90年代邓丽君的歌曲,Weather-Query
搜一下美国DC系列的神奇女侠,Travel-Query
收听北京交通广播的行走天下,Radio-Listen
查一下回妈妈家的步行路线,Other
我想看电视剧频道播出的我的仨妈俩爸查看一下往期视频,Alarm-Update
想看特别关注，麻烦给我打开新闻吧,Audio-Play
循环播放郭德纲的相声笑到不行给我听,Weather-Query
再找下到电子商贸学校的路,FilmTele-Play
帮我转到贵州卫视看看有什么节目吧,Music-Play
我想听故事萤火虫对星星说循环播放,Travel-Query
哪些小窍门使身上的蚊虫疤痕轻松去除,Radio-Listen
后天是农历几月几日,Other
今年的新年除夕是星期几,Weather-Query
农历的什么时候是立秋,Travel-Query
我妈比较喜欢看冯巩的小品，随机播放一个出来吧,Music-Play
我想听英文版的最后的珠子这个故事,Weather-Query
帮我设定一个今天上午9点30分陪妈妈看戏的闹钟。,Video-Play
合肥市现在已经开始下雪了但我这还没下,Audio-Play
几月几号是成人节,HomeAppliance-Control
一泰坦尼克号一八四二八七九九五五,Video-Play
浴霸切换到暖风模式可以吗,Alarm-Update
过两天太原的空气质量是多少呢,Radio-Listen
快给放威廉豪夫的故事商队来听,Other
小年是什么时候,FilmTele-Play
现在给我设一个明天14:30的闹铃,FilmTele-Play
准备将食物放着等会再吃，帮我切换到蒸烤箱的保温功能行么,Radio-Listen
我想知道世界战史这个节目是在哪个频道播出的,FilmTele-Play
给我找出来刘兰芳讲的岳飞传听听,Audio-Play
咸猪手事件升级官恩娜及无线台再曝新丑闻图,HomeAppliance-Control
给我回放2018年在俄罗斯举行的世界杯,Radio-Listen
随机放一个古装电视剧里的歌曲吧,Weather-Query
说我没有接到他的电话,Music-Play
一二月三日晚上起高璇就发表了十几条关于编剧署名维权的微博,Radio-Listen
北京卫视5月23的午间节目有哪些,Travel-Query
能不能看看安庆开过来的客车是几点呢,Travel-Query
16点的正点财经正在直播中点击播放,Radio-Listen
麻烦帮我找下中国戏剧广播里的秦腔节目按节目列表顺序播放,Music-Play
韩寒的经营之道就是正版签名,Alarm-Update
随便收听一个经济类新闻的电台吧,TVProgram-Play
律师认为检方涉嫌程序违法,FilmTele-Play
现在续播黑山老妖小说的第十二章,Calendar-Query
张元这既是一种现实也是不现实,Other
林俊杰的专辑对的时间点播放,Alarm-Update
王者荣耀的打野专场有吗，我想看,Alarm-Update
我要听白杰的先听为快帮我调下,Music-Play
我现在要听北京文艺广播的空中笑林,Alarm-Update
去年上的那个美国电视剧现在播一下,HomeAppliance-Control
不知道今晚的中央四有什么节目看，帮我看下,Video-Play
能不能帮我建一个今天下午5点去买旗袍的提醒,Radio-Listen
空调暖风再往低调一下,Radio-Listen
厦门空气质量怎么样,Other
请回答我重庆飞上海的飞机起飞了吗,Music-Play
我想把你的名字改成贝贝,Weather-Query
江苏卫视的时代问答帮我重新播放一次,Video-Play
16点你记得通知我洗头,TVProgram-Play
我想看CCTV1星光大道的往期节目,Music-Play
我需要制定一个周五上午9点半面试的闹钟。,FilmTele-Play
放一下高尔基的小说童年,TVProgram-Play
打电话二零五八五零零,Weather-Query
告我一下大连未来三天有没有大风,FilmTele-Play
再放一首鞠婧祎的过去完成时,Weather-Query
今天中午更新的心动的信号找一下来看这综艺还挺好看的,Other
十点半的环球综艺有什么综艺看,Radio-Listen
打算怎么过这个年啊小李他们好像不回去,HomeAppliance-Control
查询播放新疆一周的室外气温,Alarm-Update
我想十分钟之后听首张小斐的萱草花,Travel-Query
今天上午10点我要去超市，帮我设置一下,Travel-Query
你平时都有什么爱好啊,HomeAppliance-Control
今天的中国城市报道是不是五点帮我看下,Video-Play
随便播放一首英文歌,Video-Play
李冰冰和吴尊演的谜巢看一下,Weather-Query
播放美国NBA球赛,Weather-Query
帮我把洗衣机设置为智能洗模式好吧,Alarm-Update
李淼工作连轴转多栖才艺露锋芒图,Music-Play
银行休假日是哪天,Alarm-Update
随便播放一个法语歌,FilmTele-Play
我想知道三亚八月紫外线指数是不是很高。,HomeAppliance-Control
昨天的电影台播的逗吧逗把街我没看到想再播放一下,Weather-Query
10点的闹钟延迟10分钟后再响,FilmTele-Play
大秀肌肉的同时也展示了他性格中男性粗犷的一面,Weather-Query
晒懂事钟镇涛五岁女儿催婚,Other
挨着个儿播放华语专辑死不回头里的歌曲,Music-Play
6月23日是星期几？,Radio-Listen
苏瑞每次出街必引起轰动照片总是被粉丝们争先恐后地转载,FilmTele-Play
一站到底还在江苏卫视播吗帮我看下,Alarm-Update
快查询青岛飞深圳的飞机起飞了吗,Weather-Query
她到底是一个怎样的女人晨报记者就此为你揭开谜底,Video-Play
调到荆州音乐广播，频率十一点零三,Other
我是说附近最近的夜店,Video-Play
我不为我个人为了行业的尊严我决定放弃这个奖项,Travel-Query
请播放鲁宾逊漂流记的俄语版小说,Radio-Listen
能给我来一个频率是九七点二的天津人民广播电台新闻台吗,Travel-Query
每天她都会和准新郎通电话聊天但新郎从不为关于婚礼的问题烦她,Other
明天台湾有雨吗,FilmTele-Play
播放一下宗涛在福建新闻广播的节目,Audio-Play
端午节是几月几号呀,Other
客厅的空调温度改到最高,Travel-Query
9月1号是农历几月几号,Weather-Query
可以帮我把台灯打开吗,Radio-Listen
谢天华贴心地帮太太拎包充当护花使者,Alarm-Update
我需要听白敬亭的不加糖,Video-Play
请你给我设置一个大后天早上10点15分去纹眉的闹钟。,Music-Play
上期第二战场-2019-15在国防军事查看一下,Music-Play
我们会在明天九点到车站集合准备出发今晚把东西整理一下好好休息,Alarm-Update
我今天看的那个毒液继续播放一下可以吗,Weather-Query
有网友评价郭师傅真做大师傅了,Travel-Query
帮助我看看去往北海的客车哪天有票呢,FilmTele-Play
我想看会电视，可以帮我打开不呢,Video-Play
能帮我调小些健身房的空调风速吗,Alarm-Update
快给我一条坐公交去医院的路线,Travel-Query
航空煤油出厂价同时下调,Audio-Play
其实另类是别人说的我觉得我现在特别正常,Alarm-Update
给我把温度调高,Calendar-Query
4月22号的王者荣耀竞技赛视频给我回放一下,HomeAppliance-Control
从上海出发去苏州高铁多久？,Alarm-Update
警方现正调查初步判定为自杀,Video-Play
请帮我设好一个后天上午8点去拍全家福的提醒。,Alarm-Update
烦请帮忙把4月24号的提醒改到5月24号提醒,Weather-Query
能给我单曲循环一首民谣吗,Music-Play
通灵妃的有声漫画帮我播一下,HomeAppliance-Control
黄冈10号到益阳的汽车票查查,Travel-Query
能否帮我打开取暖器呀,Radio-Listen
最近一周南京的空气质量怎么样,Calendar-Query
帮我报一下中国的阴历4月20是哪一天呢,Audio-Play
热血的有声漫画播一个给我,Calendar-Query
80年代香港的犯罪电影找一个看一看,Other
CCTV3播出的文化十分往期视频回放一下,Video-Play
江苏等地为晴天吗,Audio-Play
一个人在外面注意安全,Radio-Listen
香港的电视剧逆天奇案拍摄花絮播放出来,Weather-Query
全集家庭剧小舍得播放可以吗,Weather-Query
放冯巩的春晚小品还钱我想听,HomeAppliance-Control
帮我播放一下上海新闻广播十万个为什么,Travel-Query
礼拜几是6月的12日,Calendar-Query
查询一下卧室温度,Video-Play
能不能查下日历前天的农历是多少呀,Alarm-Update
南方周末到现在你最多被问到的应该是太阳照常升起吧,TVProgram-Play
想我了没问号宝贝句号,Alarm-Update
我需要收听富渍主持的回忆杀,FilmTele-Play
今天播放量最高的治愈系歌曲来一首吧,Travel-Query
播放恰好是少年王俊凯参加的,Radio-Listen
河北到江西有多远啊看下路线,FilmTele-Play
帮我设置凌晨1点给孩子喂奶的闹钟,Audio-Play
我想知道大前天是什么节日啊,TVProgram-Play
对你感觉挺好的期待与你相识,Calendar-Query
后来数据监测显示收视率甚至超过黄金时间节目,Audio-Play
有点儿想看旭旭宝宝的买东西的直播给我找一下那个台,Audio-Play
那个情景喜剧继续给我看一会吧,Music-Play
我想知道郴州到衡阳的导航路线有几种方式。,Music-Play
是不是可以给我播放一下2020年的由晓光主持的音乐之声吗,Weather-Query
我要听斯蒂芬金的恐怖小说黑暗的另一半,Calendar-Query
让他一夜之间从武汉变成金马奖最佳新人,Music-Play
作者是priest的广播剧播放一个给我,Video-Play
是不是能来一首90年代的舞曲啊,Radio-Listen
回看国防军事国防微视频-军歌嘹亮-青春迷彩谣,Audio-Play
夜神月的教程视频给我找一个,HomeAppliance-Control
所以嘱咐一下同行们同时也嘱咐一下我自己酒就不要再多喝了,Video-Play
播放一个朴宝英主演的电视剧的拍摄花絮,Alarm-Update
点一首90年代人都爱听的民谣,FilmTele-Play
我要听百年孤独的英文版小说,Travel-Query
搜索一下4月11日是阴历多少啊,Audio-Play
今年的小暑是农历的哪天,TVProgram-Play
麻烦请帮我设置一个周末早上9点去发传单的闹钟。,HomeAppliance-Control
我很确定我就只能听中央人民广播电台的音乐之声,Audio-Play
帮我查一下今年的春节是几月几日,FilmTele-Play
5月5号不要忘了提醒我去104要账,Weather-Query
我希望世界末日是真的,Radio-Listen
查询然后给我订几张去齐齐哈尔的机票,Video-Play
一三四九字文案感动张国立,Calendar-Query
推送下今天河南卫视的电视剧,FilmTele-Play
古典音乐列表随机播放吧,Music-Play
找出泰国言情剧麻雀变凤凰播放,TVProgram-Play
我想要知晓2021年的国庆节是星期四不是,TVProgram-Play
给我播放法国长篇小说悲惨世界的日文版,FilmTele-Play
我要看鬼畜剧场里的全明星手术室,Weather-Query
频率是八八点三的高明电台继续给我收听可以吗,Video-Play
我们之间不能以虚相对那样她就会被曝光,Alarm-Update
广播剧AWM第一季第三集帮我播一下,Calendar-Query
继续上窥探这个剧,Radio-Listen
请循环给播一下忠实的朋友这个故事,Travel-Query
我侄女想看公共台昨天播放过的战魂,Other
七星彩这周奖金多少钱,Radio-Listen
唐嫣做客的电台节目立刻播放一下呢,Weather-Query
找一个治愈歌单顺序播放一下呢,TVProgram-Play
立刻找出来iPad Pro的测评视频,Calendar-Query
明天平潭空气质量怎么样,FilmTele-Play
正在直播的世界斯诺克锦标赛快帮我调到,FilmTele-Play
国产动漫斗罗大陆帮我找出来,FilmTele-Play
查询明早乌镇会降水吗,FilmTele-Play
听音乐台的话帮我找河南音乐广播,Travel-Query
好久不看成龙主演的作品了，就看神话吧,Calendar-Query
你都有一些什么功能啊,Video-Play
帮我打开收音机，我想听下新闻,FilmTele-Play
空调调高到28,Calendar-Query
给我循环播放一下杜甫的绝句,Music-Play
我现在就想把冰箱设置到零下五度,Music-Play
我要听王一博的年少心事,Alarm-Update
网友评点徐克的影视套拍好不热闹但从播出情况看似乎反响都平平,FilmTele-Play
明天上午的闹钟建立一下,Alarm-Update
帮我回放国防军事频道兵器面面观-2021-90节目,FilmTele-Play
等会听春晚小品循环播放一下2020年闫妮的快乐其实很简单,Weather-Query
打开上午十点的好享购物,Travel-Query
大理室内空气质量是良好吗,Travel-Query
建筑学概论已于一零月二五日开拍拍摄地选为首尔与济州岛,FilmTele-Play
搞笑类的有声漫画给我播一个,FilmTele-Play
继续播放快乐星球的第10集之后的剧集,FilmTele-Play
国内哪些大学有韩语专业,Alarm-Update
2月14号情人节是农历的哪天,Audio-Play
现在请给我循环播放十二生肖的故事英文版,Other
有声的紫襟说的悬疑的小说帮我播一下,Video-Play
能不能快点儿给我调高空调湿度,Video-Play
麻烦随便给我放一个鬼畜视频在哔哩哔哩上找,Weather-Query
去往拉萨的普快今天有票没有啊,FilmTele-Play
播放老友记的有声小说,Video-Play
2020年马丽出演的电影找一个播放呢,Radio-Listen
主演赵薇听歌周迅听歌孙俪听歌陈坤听歌甄子丹等人纷纷现身,Video-Play
帮我让空调切换到循环送风模式吧,Alarm-Update
可惜这辉煌的时代早已成为昨天,Music-Play
今天夜间有几级风啊,TVProgram-Play
提醒我18号晚上7点去看话剧,Travel-Query
云南少儿是不是正在播着宝贝爱动画帮我看下,TVProgram-Play
随机来一首张杰的歌曲吧,Music-Play
查看昨天9点广西卫视播放的是什么节目,Weather-Query
能来一个香港电影追龙吧,Travel-Query
都末日了还上什么班儿,Calendar-Query
我想知道昨天应该是什么节日,TVProgram-Play
我想再看一遍零点播放的嗨我的新家,Alarm-Update
给我找一下今年最火的轻音乐,Music-Play
但是二五日郑裕玲却突然出现在明报周刊的封面上宣布和吕方分手,Travel-Query
你是在怪我知道我不好,Calendar-Query
我要查今天到上海的飞机票,Music-Play
查询夜间气温会大幅度降低吗,Alarm-Update
太冷了把空调关了吧,Other
麻烦播放下心理FM,Audio-Play
东湖新闻都是每天十二点三十五分开播吗帮我打开看下,Calendar-Query
下载贵金属属行情软件,Music-Play
城北片区什么地点可以办理电信固定安装业务,Alarm-Update
湖南卫视的拥抱幸福播完了吗帮我看下,Radio-Listen
北京飞新加坡的飞机究竟是不是是11点的啊,Radio-Listen
黄金屋商业服务有限公司,HomeAppliance-Control
