text,title
圣母哀悼曲凌轩企业社,HomeAppliance-Control
因为有你我的世界才会如此完美,FilmTele-Play
能不能帮我记一下明天下午给绝绝子打视频电话,Radio-Listen
帮我打开生活，我想看下今天下午播放些什么,Music-Play
能给我来一个13年周星驰执导的电影给我看吗,Calendar-Query
零点已经播出的顶级赛事-围棋回看一下,Alarm-Update
再过十分钟FM96.6的经济之声就能听了,HomeAppliance-Control
2019年8月23期的中国新说唱节目花絮帮我找一下吧,Radio-Listen
稻香是周杰伦因汶川地震创作的吗,Alarm-Update
我想看日本电视剧咖啡遇上香草的幕后故事帮我播放一下,Radio-Listen
明天的合肥天气预报等会就放了帮我调好台,Alarm-Update
开心消消乐通关的视频播一下,Alarm-Update
周末要去石家庄，那边天气怎么样,Radio-Listen
请用英语读下王维的西施咏,Audio-Play
查询目前在周口地区办理新势力十六元短信套餐可享受到哪些优惠,FilmTele-Play
告诉我自驾车去丽江车少的路线,Radio-Listen
在我到家之前将空调打开。,Other
播一下广播剧默读第一季,FilmTele-Play
农业银行企业贷款利率是多少,Travel-Query
山东生活十点钟有什么节目可以看帮我看下,Radio-Listen
我想要看93年的动画片十二生肖,Weather-Query
快放一个安徒生的童话故事给我听,Video-Play
我不要无聊骚扰否则将起诉被我不要任何无偿服务,FilmTele-Play
美国拍的科幻大片播放给我可以吗，漫威系列的,TVProgram-Play
下次还不知道什么时候,Travel-Query
给我收听一个频率是九二点零的天津人民广播电台滨海台,Other
我必须知道后天是个什么节,Video-Play
查询一下农历5月初3是哪天呢,FilmTele-Play
放一下潘长江的小品回家过年大家吃饭时候可以听,Radio-Listen
我想让你把频道调到河南广播电视台的新闻频道,FilmTele-Play
帮我查一下后天到武汉的机票,Music-Play
前两天泰州那边真的下冰雹了么,FilmTele-Play
昨天一五点五五分阮经天落户新浪微博发布了第一条微博,TVProgram-Play
我要到谷滩新区翠林路26号看下怎么走,Music-Play
帮我把中央空调切换到静眠模式好吗,Other
我要看17点的英雄联盟春季赛,FilmTele-Play
你写错我叫野王鹤一九六九年九月二十五号,FilmTele-Play
伊能静蒲巴甲主演的电影明天是否来临日前在京举办开机发布会,Weather-Query
昨日凌晨一时五零分华西都市报记者已进入梦乡,Radio-Listen
给我听魔道祖师主题曲何以歌,Radio-Listen
想看哈尔的移动城堡这部日本电影。,FilmTele-Play
继续播放我的漂亮朋友第5集之后的剧集,Other
当她听到是主持舞林大道很快就答应了,HomeAppliance-Control
职场的广播剧随便播放一个,Video-Play
现在赶紧告诉我星期二是农历几月几号呀,Music-Play
我要再看一遍刘昊然演的唐人街探案三。,Weather-Query
晨报讯记者徐迅谁是眼下最受欢迎的明星,Video-Play
明天终于可以休息一天了,Music-Play
请帮我创建一个周五晚上8点左右看王牌对王牌的闹钟。,Radio-Listen
星光下的奇迹用故事巧妙联结歌曲在不同曲目中穿插文艺化的独白,Audio-Play
学习化妆视频给我找一下,Music-Play
在回复本报记者的短信里还幽默地叮嘱冷静还是关注电影吧,HomeAppliance-Control
想看生命线了查看一下在哪个频道播出,Video-Play
徐子淇追仔成功继续生公公亲证是男胎图,Weather-Query
我要看江苏卫视的龙鼎风云帮我回放往期视频,TVProgram-Play
你能给我播放一个去年播出的电视剧铁之骨吗,Music-Play
是的这就是陈宝国一个看,Radio-Listen
查看查看天津去往郑州的客车哪天有票呢,Music-Play
刘兰芳讲的赵匡胤演义播放一下,Video-Play
请只将明天下午3点的那个提醒删除,HomeAppliance-Control
单曲循环英文歌曲Baby。,Radio-Listen
什么时候是陇端节,Calendar-Query
后天下午两点半去医院拿体检报告的提醒制定一下。,Audio-Play
湖南卫视的今天的鲜厨100第二季播放一下,TVProgram-Play
见此短信速上QQ我把答案传给你你看完速删,TVProgram-Play
帮我把取暖器温度再调低点吧,Weather-Query
我想看一个家庭剧生活万岁,HomeAppliance-Control
世界无烟日在农历几月几日,Audio-Play
我想听薛之谦的丑八怪。,Calendar-Query
找几个美国动漫视频小短片来看看,Radio-Listen
能给我播放一下三生三世枕上书的第四集吗,HomeAppliance-Control
找一下迪丽热巴的三生三世枕上书播放吧,Other
能不能调到音乐类的东莞音乐广播电台,Calendar-Query
请马上帮我播放聊斋,Video-Play
播放古诗夜宿山寺给大家听,Video-Play
调频到邓昆的美妆分享,Radio-Listen
记一下5月12号去烫头发,Other
可以让冰箱冷藏室温度调到5度吗,Radio-Listen
拍戏主持唱歌全面开花样样精彩,Video-Play
另外就是运动游泳滑雪,Alarm-Update
江西湿度怎么样,Calendar-Query
马上给我新建一个备忘录4月29号去植树,Travel-Query
今年的古尔邦节是农历的什么时候举行,TVProgram-Play
石家庄从建华商厦到红旗大街和槐安路交叉口乘公交,Music-Play
闹钟定到明天下午3点,Radio-Listen
最近一周山西会有大风出现吗,Radio-Listen
昨日第一七届美在花城新星大赛在广州拉开帷幕,Travel-Query
播一下屈原的离骚把,Weather-Query
CCTV7国防军事频道5月20查询一下有哪些节目,HomeAppliance-Control
你怎么知道你怎么知道,Video-Play
给小孩子讲个故事谁跑得最快,Video-Play
放一下本特利.利特的惊悚小说古希腊的魔咒德语版的,Other
明天沧州会下冰雹吗,FilmTele-Play
法国巴黎现在几度,Audio-Play
请你帮我把空调调高个四五度,Radio-Listen
播放量最多的悬疑小说可以帮我找一下吗,FilmTele-Play
打发打发时间帮我播放逆流而上的你吧都市剧,Travel-Query
5月14日的凌晨剧场打开一下,TVProgram-Play
美食每刻下午的节目播放一下,Audio-Play
替我设置工作日学法语的闹铃,Radio-Listen
亲爱的啊以后去你家做客吃饭完要不要洗碗啊,Radio-Listen
周日有风吗几级风温度多少啊,Radio-Listen
日本动漫初恋怪兽给我找一下,Weather-Query
林心如演的那个电视剧继续播放一下,Music-Play
我想看体育赛事重播,Travel-Query
我记错了最后几个字是结了婚,Radio-Listen
张国柱张震交女友我来打分,TVProgram-Play
播FM999犀牛电台的潮音乐,Music-Play
社费等可以在群空间查看,TVProgram-Play
下个月五号是周几啊,HomeAppliance-Control
80年代射雕英雄传专辑里的歌粤语全部顺序播放,Radio-Listen
告诉我七月十号曼彻斯特什么天气,Radio-Listen
设定闹钟半夜12点苹果发布会,Video-Play
回放一下5月26上午播出的远方的家2021-53,Alarm-Update
请给我播放古诗送人,Other
萨噶达瓦节是农历的哪天,Calendar-Query
找个在放法语歌儿的音乐电台听,Travel-Query
听了让人想哭的歌曲来一个吧,FilmTele-Play
查询广州的湿度,Other
今天是大雨还是中雨,Music-Play
几月几号是小寒,Calendar-Query
记者婚后是否多了责任,Video-Play
马上我就要你帮我规划一条不走高速的去哈尔滨路线,TVProgram-Play
电饭煲调成糙米饭模式可以不可以呢,Other
2021年5月23号帮我建立提醒复习考试内容,Alarm-Update
找一个范冰冰在90年代之后的电视剧播放,Weather-Query
今天的新闻联播播了吗帮我看下,HomeAppliance-Control
给我放一个张子亚的每日热评,TVProgram-Play
成龙同名专辑内的真的，用了心播放一下吧,Calendar-Query
下周五建立备忘录参加家长会,Music-Play
新浪娱乐讯今春的高圆圆可谓是商业走秀场的宠儿,Calendar-Query
能帮我找到贵阳的路吧,FilmTele-Play
你一般什么时候有空呢,Radio-Listen
广播剧魔道祖师的花絮帮我播放,TVProgram-Play
陈奕迅的歌曲中有没有英文歌呢,Video-Play
欢乐喜剧人是在吉林综艺播放吗我想看下,Alarm-Update
我想看一个中国今年的电视剧啊,HomeAppliance-Control
纯古筝弹奏版本的南山南可以听听吗,Video-Play
放一个王维的山中送别,Radio-Listen
今天北京的降水量能不能测出来,Video-Play
能不能来一个频率是一零三点九的北京人民广播电台交通台,Calendar-Query
帮我看看农历正月12是3月3日还是3月4日啊,FilmTele-Play
他说明后十二十三号两天的温度天气状况挺好的,Music-Play
放一个童话故事蜗牛和玫瑰树法语版的,Alarm-Update
沈阳始发的磁悬浮列车哪天有票,FilmTele-Play
能看韩星朴信惠的电视剧吗,Music-Play
我有一个老婆我还想再找一个小三怎么办,Weather-Query
熟悉的过程熟悉的描述与熟悉的一切,Video-Play
请给我放一下郭麒麟岳云鹏的相声三大才子来听,Video-Play
剧种也融到现代社会的人事物中去发展他不接受你愣给这不强迫吗,Weather-Query
上海交通广播的大家帮给我放一下,Alarm-Update
来一首西班牙情歌给我吧,Audio-Play
一九岁的孩子朝气蓬勃的年纪发生这样的事令人难以置信,FilmTele-Play
我想看看3月26日是农历几月几日,Alarm-Update
美丽新风尚今晚21点44分还是在安徽经济生活播出吗帮我看下,Video-Play
舌尖上的中国二电视上又在播了我想看下,Alarm-Update
是否可以播放一下杨紫的现代剧给我看啊,FilmTele-Play
让电视机关机,Travel-Query
欢快的歌曲播放一个吧,FilmTele-Play
放一首李白的送友人英文版听,Radio-Listen
能不能播放一下西游记的第二集,TVProgram-Play
我需要你立刻播放2021年乘风破浪的姐姐里面出现的歌,Travel-Query
香港版的电视剧花木兰的拍摄花絮播放出来,FilmTele-Play
我想听岳云鹏和孙悦的对口相声,Other
能不能设两个闹钟，一个是早上八点半，一个是晚上八点半,Calendar-Query
曾承认老婆怀孕李亚鹏现封口,TVProgram-Play
给我放李绅的悯农,Radio-Listen
多喝水水对保持柔美的肌肤尤为重要,Video-Play
好像有哪个台演电影呢陆小凤传奇快观看一下,FilmTele-Play
告诉我如何开车去北京太庙啊,FilmTele-Play
新浪娱乐讯一零日早晨涉毒被捕的酒井法子被送交东京地方检察厅,Other
在中国一线女明星中这个最具性价比的桂冠又花落谁家呢,Video-Play
给你打电话怎么不接啊,Other
我说给调到FM105点2我要听路文文的节目,Radio-Listen
专辑鸽子里的歌曲随机播放一个吧,HomeAppliance-Control
播放破云广播剧的花絮,FilmTele-Play
随便播一个都市的有声小说,Radio-Listen
有点冷，空调的度数可以再调高三度吗,Radio-Listen
空调风速放小多放点儿,Audio-Play
国防军事频道有节目叫国防微视频-军歌嘹亮-青春迷彩谣看下,Audio-Play
查下今天夜间鸡西的平均气温,Weather-Query
南阳了哎他那都快儿闷死了,Alarm-Update
回放5月22日的陕西新闻联播,FilmTele-Play
2020年播出的宋茜和宋威龙主演的电视剧下一站是幸福播放一下可以吗,FilmTele-Play
毛不易唱的电视剧金曲随机来一首,Music-Play
我想看下陕西二套今早的都市快报早间版,Calendar-Query
收听音乐类的江苏人民广播电台音乐台,HomeAppliance-Control
凌晨3点喊我打王者的那个备忘录请记得帮我删除,Calendar-Query
查看电影频道播的快递丘比特,Audio-Play
你能给我瞅瞅星期几是教师节,Alarm-Update
立刻找出来iPad Air的测评视频,Alarm-Update
今年的七夕是几月几号,FilmTele-Play
广东的空气质量好吗,FilmTele-Play
我们有枪战有近身肉搏还有大量的追逐和跟踪戏,Audio-Play
古代神话剧就给我播放喜气洋洋猪八戒,Video-Play
我想重新看一下综合台播出的变形记,Alarm-Update
快点找出来电视剧三国演义的花絮视频,TVProgram-Play
香港飞往长沙的飞机有没有下午两点的,Weather-Query
怦然心动的有声漫画帮我播一下,Music-Play
帮我找一张明天武汉飞石家庄最早的机票,FilmTele-Play
记得将4月10号修改成4月9号提醒,Travel-Query
体坛快讯的往期节目回看一下,Video-Play
广东韶关那里这次会不会有台风登陆啊,Travel-Query
吸血鬼侦探这个韩国电视剧的花絮给我播放一下,HomeAppliance-Control
帮我调到国宝发现之旅节目昨晚没来及看,Alarm-Update
异形大战铁血蛋战士二,TVProgram-Play
给我播放邓紫棋的摩天动物园,Weather-Query
今天下午要穿棉袄吗,Music-Play
明天就到乌鲁木齐了啊,Music-Play
湖南明天有没有可能下雨,Music-Play
有声小说三体播放一下,Music-Play
给我找FM90点0就是中央人民广播电台,Alarm-Update
有声小说罪无可赦播放一下,Audio-Play
南京信息工程大学滨江学院物理考生的分数线,FilmTele-Play
昨日娱乐圈劳模范冰冰来到郑州为某品牌羽绒服做代言,Radio-Listen
我小学时挺假小子的整天野在外面晒得很黑,Radio-Listen
去年有没有好听的悲伤歌曲播放一下吧,HomeAppliance-Control
找一个BBC自制的最好看的纪录片来看吧,Alarm-Update
相恋五年胡须男苦追燕姿,Alarm-Update
给我放望天门山这首诗来听吧,Music-Play
希望你过的比我幸福能怎么样,TVProgram-Play
抖音上火的好听歌曲随机来一个吧,Travel-Query
创建30号上午10点带孩子去书法课的提醒。,FilmTele-Play
马上帮我回放浙江电视台的今日聚焦,Video-Play
我想看2020年上线的美国大片,Other
记得提醒我每周一到周六晚上6点在群里打卡,Video-Play
圣诞除夕分别是几月几号,Radio-Listen
能告诉我农历5月初3是哪天吗,Audio-Play
想看百姓财经，帮我打开公共吧,FilmTele-Play
给我查询一下12点30分有惠州始发去汕头的汽车不,Music-Play
无线四五周年台庆亮灯仪式邵逸夫亮相高层玩团结,Travel-Query
能否查下日历大后天是农历几月初几呢,Audio-Play
中国新闻在哪个电视频道播出查询一下,Radio-Listen
广播剧默读的花絮帮我播一下,Music-Play
我想看克里斯汀斯图尔特拍摄暮光之城时的现场搞笑花絮,Other
播聪明的小裁缝这个故事给小孩听,FilmTele-Play
FM106点2的电台节目帮我播放一下,TVProgram-Play
放一个童话故事小红帽来听一下,TVProgram-Play
明天要去安徽出差，那边天气怎么样,Music-Play
查询苏杭气温,TVProgram-Play
给我新建一个9月19号10点的闹钟,Weather-Query
等会回家路上想听麻烦给我播放德云社的群口相声,Video-Play
看到谢霆锋夫妇很感动,HomeAppliance-Control
三星平板六二幺零能进行系统升级吗,Travel-Query
查找电影指环王系列的剪辑片段吧,Audio-Play
帮我打开洗衣机吧，将洗衣机里的衣服洗了,Travel-Query
很知足喜欢给儿子换尿不湿,Calendar-Query
我不想听歌了，帮我关闭音响。,Audio-Play
明天天气晴朗吗，能带孩子去植物园吗？,HomeAppliance-Control
频率是九六点六的第二套节目经济频道给我收听一下可以吗,Music-Play
查一下今天南京的紫外线指数,HomeAppliance-Control
顺序播放一下莱芙里面的歌曲呢,Travel-Query
请问今天万宁污染严重吗,FilmTele-Play
千金归来这个电视全集都给我播放一下吧，就是李易峰演的那个,Other
周五下午六点十五分会下雨吗？,Audio-Play
农历的什么时候是驴节,Alarm-Update
帮我开启明天上午8点去栽树的闹钟。,FilmTele-Play
帮我找出5月27日18点播出的动漫,Audio-Play
6号的那个备忘录你帮我改成9号,Radio-Listen
我们都想听一下许嵩的医生这首歌呢,Radio-Listen
迪丽热巴的一千零一夜能不能播放呢,Alarm-Update
我等下要出门，关了空气净化器吧。,FilmTele-Play
七律人民解放军占领南京的诗句,Radio-Listen
看一下鹿晗演的甜蜜暴击,Audio-Play
我需要听一个频率是九三点四的山东人民广播电台综合频道,Audio-Play
不要试图跟一个煞笔争论,Music-Play
东周刊前总编因刘嘉玲裸照案入狱五个月,Alarm-Update
瑞奇马汀不请保姆自己照顾宝宝,TVProgram-Play
大生活家每天都会在七点四十分播放吗我想看下,HomeAppliance-Control
就是说上次让你带东西来着,HomeAppliance-Control
接着上次继续播放斯蒂芬金的宠物公墓第四章,Music-Play
麻烦播放一下专辑爱你3000，按顺序播放,Calendar-Query
在北京当个三线歌手肯定比我现在赚的多十倍,Calendar-Query
搜索播放济南明天是否有雨,Travel-Query
昨天西南地区刮风了吗,TVProgram-Play
韶关周三会下暴雨吗,Alarm-Update
请给我放一下路遥的人生来听,Alarm-Update
放一下自私的巨人这个故事给我听吧,Calendar-Query
回放2008年的北京奥运会,Radio-Listen
请告诉我知道国庆节是哪个月多少号,Calendar-Query
即被在后面的小春打了他的头一下,Music-Play
快点查一下星期一是多少号呢,FilmTele-Play
回应只提供建议不帮助决定,FilmTele-Play
廖碧儿迷上咏春率香港咏春联会弟子拜祭宗师,Audio-Play
能否查询礼拜二是农历几号呀,Video-Play
放个小说美丽与悲哀来给我听吧,Music-Play
用电磁炉1900W的火力煮鸡肉,HomeAppliance-Control
是否可以收听经济类的珠江经济电台呢,Audio-Play
帮我打开南昌精品房产吧，想了解今天的房产信息,Video-Play
不过至记者截稿时并没有得到孙骁骁和苏醒的回应,Music-Play
能否将5月10号的提醒改到6月12号提醒,Other
说说什么节日是5月12日啊,TVProgram-Play
请调到北京人民广播电台的新闻台,Audio-Play
2021年在中国播出的十二谭讲解视频帮我播放吧,Calendar-Query
播一个晚上00点更新的国产动漫,HomeAppliance-Control
今年的中秋节是哪天,Travel-Query
农历的吃立节是哪天,TVProgram-Play
《让我一次爱个够》播放一下，庾澄庆的,Travel-Query
从正定到定兴怎么走啊,Other
给我看一个三年前的抗战时期剧吧,Music-Play
帮我设置周五下午6点去减肥的提醒。,TVProgram-Play
是不是能把2018年的电影悲伤逆流成河播放一下呢,Alarm-Update
我没有身份证那么怎么知道我是男是女,Travel-Query
听海峡之声闽南话广播的闽南文艺,Music-Play
帮我把洗衣机设置为混合洗试试吧,TVProgram-Play
想了解一下昨天的今日关注，给我回放一下吧,Audio-Play
我八号去西安应该穿什么样的衣服,Radio-Listen
频率是九九点九的英德人民广播电台听听啊,Music-Play
我们一起听一听我们的时光这首民谣吧,Other
想看首都经济报道，帮我打开北京经济吧,Other
麻烦帮我看看5号北京是不是有大暴雨,TVProgram-Play
放古诗春日英文版,FilmTele-Play
有钱的花花公子不必碰不可碰碰而不得,Calendar-Query
续播推理小说无罪之证的第三章,Radio-Listen
播放一个李世英主演的电视剧的介绍视频,FilmTele-Play
秦始皇哪年统一六国的,Music-Play
香港的电视剧流金岁月第十集花絮播放出来,Video-Play
幸好杜家毅八年前是以制片人的身份第一次见到陈国富,Audio-Play
稍后单曲循环播放中文版的see you again,Calendar-Query
零点37的天气预报再帮我播放一遍,Travel-Query
恋爱的广播剧随便播放一个,Alarm-Update
麻烦把空气加湿器打开。,Radio-Listen
怎么走自驾车去云南丽江最省告诉费呢,FilmTele-Play
放一下频率是九九点四的镇江经济广播电台,Radio-Listen
江苏影视的剧说那些事播过了吗帮我看下,Travel-Query
90年代的有关土改时候的剧播放一个可以吗,Video-Play
据网友说尺度开放程度比兽兽视频有过之而无不及,Video-Play
第五人格游戏的视频播一下,Video-Play
频率是九九点八的湖北人民广播电台经济台可以播放一下吗,Music-Play
听沈阳生活广播的我家在装修在生活台呢,Weather-Query
怎么开车去莲塘路377号,Alarm-Update
告诉我下室内PM2.5是多少,TVProgram-Play
能不能只删除下午1点到7点的闹铃,Video-Play
查查5号到兰州西站的火车票,Video-Play
我想要从黄石去石家庄火车票下铺,Music-Play
你能给我来一首播放量最高的纯音乐吗,Music-Play
可以把灯亮度调节成百分之五十吗,Weather-Query
给我随机找一个新闻电台啊,FilmTele-Play
查询什么节日是9月10日啊,Video-Play
查询荷兰会下雨吗,Travel-Query
明天晚上7点去烧香的闹铃帮我开启一下吧。,FilmTele-Play
请在今天4点的时候通知我去上计算编程课,TVProgram-Play
麻烦给我播放刘琮和杨天翔合作的广播剧,Video-Play
来一个推理剧的风暴舞吧,Weather-Query
麻烦关一下吸尘器。,Audio-Play
那你发张照片过来看看,Audio-Play
例句公园怎么走过去啊,TVProgram-Play
扫地机器人去充电可以嘛,Alarm-Update
快速打开江苏公共新闻电视台的奇趣大自然。,Weather-Query
是否可以播放一下吴磊出演的斗破苍穹呢,Calendar-Query
下一个播放文艺之声频道的流行音乐,Calendar-Query
这里怎么到南开火车站,TVProgram-Play
我们家乡夏天的平均室外温度为摄氏25度,HomeAppliance-Control
查一下明天大理的穿衣指数,Music-Play
动漫夏目友人帐第五季帮我找一下吧,Weather-Query
贵州卫视的贵州新闻联播播放一下,Calendar-Query
韩国艺人李敏镐的电视剧给我播放一个可以吗,Radio-Listen
看下CCTV4演的走近科学家,Music-Play
我要听王尔德的故事快乐王子,FilmTele-Play
麻烦我要听浙江人民广播电台的新闻快报,Travel-Query
后天上午十一点钟提醒我去接朋友出院 ,Other
今天空气质量怎么样适合骑行吗,Travel-Query
另外对于收入分配的规定也非常不公平因此才提出解约,TVProgram-Play
人口-2021-21在CCTV1，这期节目能在电视上找一下吗,FilmTele-Play
说说星期一是几号来着啊,Audio-Play
把暖风温度上升一些,FilmTele-Play
如何骑车去海边没有上坡路呢,Music-Play
今天早上的父母爱情还有播吗帮我看下,Travel-Query
我真的很想看今年的和平精英解密系列的完整版视频给我打开下可以吗,Video-Play
顺序播放金志文专辑远走高飞里的歌,FilmTele-Play
重阳节是几月几号？,Radio-Listen
我要你唱一个2011年的西班牙语言歌曲给我呢,Video-Play
定一个今天下午2点去游乐园的闹钟。,Calendar-Query
7月5日去赣州最快的汽车是哪一趟。,Video-Play
预约下明天早上八点开启电饭煲然后调到快煮饭模式,HomeAppliance-Control
爱丁堡苏格兰国立美术馆在哪一年正式对外,Audio-Play
下个月会下雨吗,FilmTele-Play
沧州穿衣指数准确吗,Radio-Listen
给我找一个C罗的经典足球比赛来看,Weather-Query
加湿器设置为恒湿调节模式吧,Calendar-Query
你给我播放一下家庭剧小舍得呢,Audio-Play
我想看香港的科幻喜剧呢,Radio-Listen
请继续播放五十年代的战争电影吧,TVProgram-Play
有土耳其进行曲吗放一下听听古典,Weather-Query
西安的空气质量是较好吗,HomeAppliance-Control
南宁今天凉爽吗需要穿褂子吗,FilmTele-Play
到机场帮我找一下最短路线,FilmTele-Play
查询未来一周香港天气状况,Video-Play
昨天法国报告“罕见” 变异新冠病毒的新闻视频再给我放下吧,Weather-Query
请播放东野圭吾的推理小说嫌疑人X的献身,Weather-Query
有声的紫襟讲的都市的小说帮我播一下,Video-Play
能不能在日历里查查五月一日和五月四日哪个是青年节,Video-Play
能继续收听交通类的羊城交通广播电台吗,HomeAppliance-Control
我要看下越战越勇节目，帮我回放下,Radio-Listen
有听后让人热血沸腾的歌曲吗,Radio-Listen
请帮我查一下舌尖上的中国纪录片,Audio-Play
你好俄罗斯是不是在黑龙江卫视播放帮我看下,Video-Play
学猫叫这首歌一直循环一下吧,Other
都市路剧场十一点播放完毕后紧接着播放什么节目帮我看下,HomeAppliance-Control
B站上的非正式会谈第六季的相关视频快点给我播放,Radio-Listen
你可以只打开9号凌晨的闹钟,Radio-Listen
有声小说盗墓笔记给我播一下,FilmTele-Play
给我播放今天更新的那集螺丝钉我要看,Travel-Query
八月一日晚谢贤四哥致电给我他说我明天可以在你节目讲些话吗,Calendar-Query
燕云台第二十集播放一下吧,FilmTele-Play
我要听用法语讲的狮子烫头发的故事,Weather-Query
日本的恐怖片播放一个吧像贞子那样的,Radio-Listen
苏珊大妈取消澳洲演唱会自称太忙需要时间休息,Travel-Query
马上播一下杜甫的佳人,Audio-Play
末代皇帝传奇今晚21点将在安徽农业科教播出吗帮我看下,Calendar-Query
来播一个郑渊洁的小故事给我听,FilmTele-Play
帮我继续播放一下遇龙的第三集吧,TVProgram-Play
请不要让我背负莫须有的罪名我无法承受,Weather-Query
僵尸之地编剧将负责剧本,Alarm-Update
洗衣机漂洗使得水位设定为三升,HomeAppliance-Control
继续拨拨到宁夏音乐广播听那儿的本土音乐潮,Radio-Listen
刚刚我想知道南京始发经停的飞机哪天才有票呢,Calendar-Query
听听丽红主持的都市之声,HomeAppliance-Control
搜索让人看了非常气愤的说不出话的短信,Radio-Listen
播放寻宝游戏里面的歌曲重复重复呢,FilmTele-Play
给小孩子放一个葫芦兄弟的故事吧,Radio-Listen
晚上不想睡早上不想起,Music-Play
6月20号在星期天吗,Weather-Query
是否能找一首2019年的抖音歌曲播放下呢,Video-Play
下午三点有哪个台放大话西游吗帮我看下,Radio-Listen
随机播放一首古筝弹奏的曲子可以吗,Radio-Listen
美食纪录片螃蟹的征途给我找一下,Travel-Query
打开播放广州降水的报告,Radio-Listen
